timestamp,load_mw,temperature,is_holiday
2023-11-18 23:43:31.178249,1479.476418504633,9.845653108751533,0
2023-11-19 00:43:31.178249,1710.267415693504,9.891634799357204,0
2023-11-19 01:43:31.178249,2013.1079888487811,5.727386645450589,0
2023-11-19 02:43:31.178249,2175.781141700192,22.380724604364197,0
2023-11-19 03:43:31.178249,2198.9865720334287,10.65115709382728,0
2023-11-19 04:43:31.178249,2272.35843058264,11.44469941690735,0
2023-11-19 05:43:31.178249,2059.069286210882,15.377418374259314,0
2023-11-19 06:43:31.178249,2064.3398748487416,10.820943990336518,0
2023-11-19 07:43:31.178249,1992.4627739406583,10.951482645607804,0
2023-11-19 08:43:31.178249,1779.5311725822614,11.898245740491545,0
2023-11-19 09:43:31.178249,1814.0756057300823,8.763229973816241,0
2023-11-19 10:43:31.178249,1853.4827417777374,14.47132434215963,0
2023-11-19 11:43:31.178249,1998.9592055943476,7.876263025406855,0
2023-11-19 12:43:31.178249,2345.9927016338675,11.020009297496292,0
2023-11-19 13:43:31.178249,2524.298992190885,13.53394547561308,0
2023-11-19 14:43:31.178249,2781.4220378658833,5.870927672753242,0
2023-11-19 15:43:31.178249,2769.945011241219,7.073384611739442,0
2023-11-19 16:43:31.178249,2511.1835012223128,1.891935447781492,0
2023-11-19 17:43:31.178249,2382.819291860434,1.8835227699081258,0
2023-11-19 18:43:31.178249,1885.7738202759429,11.29450696197971,0
2023-11-19 19:43:31.178249,1714.2392520993387,16.658632511656897,0
2023-11-19 20:43:31.178249,1425.7107189398723,16.246860526857198,0
2023-11-19 21:43:31.178249,1284.8388631750565,8.800324301268223,1
2023-11-19 22:43:31.178249,1324.5188547879884,8.102604315562163,0
2023-11-19 23:43:31.178249,1404.3171413902835,12.638220666838958,1
2023-11-20 00:43:31.178249,2022.5906710300958,11.624343928516694,0
2023-11-20 01:43:31.178249,2168.351795173324,20.83219616433852,0
2023-11-20 02:43:31.178249,2399.936247008077,9.735412400285519,0
2023-11-20 03:43:31.178249,2544.9355671927265,10.074126497802489,0
2023-11-20 04:43:31.178249,2546.0140670037513,14.013443293506185,0
2023-11-20 05:43:31.178249,2546.2318915146006,6.527860646776186,0
2023-11-20 06:43:31.178249,2380.9705472178603,5.163845020615978,0
2023-11-20 07:43:31.178249,2122.222010762023,16.74828532384106,0
2023-11-20 08:43:31.178249,1978.580738685764,0.9304726670611494,0
2023-11-20 09:43:31.178249,2122.166137656737,14.472530241964709,0
2023-11-20 10:43:31.178249,2036.3522995452283,8.4125480106841,0
2023-11-20 11:43:31.178249,2335.954472827963,6.130024238181208,0
2023-11-20 12:43:31.178249,2683.946864905706,7.534075259614906,0
2023-11-20 13:43:31.178249,2881.321653991462,10.203380751572764,0
2023-11-20 14:43:31.178249,3023.9647718356914,12.181149232859655,0
2023-11-20 15:43:31.178249,3007.913935903596,10.087230951243797,0
2023-11-20 16:43:31.178249,2842.0810829107013,23.019048452293124,1
2023-11-20 17:43:31.178249,2641.8928796337254,5.502954622595415,0
2023-11-20 18:43:31.178249,2373.6811582904306,17.8949127022854,0
2023-11-20 19:43:31.178249,1923.2352221358694,11.039777877636233,0
2023-11-20 20:43:31.178249,1674.3545235310808,3.7647802136501998,0
2023-11-20 21:43:31.178249,1576.704719715183,15.435445007292337,0
2023-11-20 22:43:31.178249,1629.9172341867784,13.994905617393018,0
2023-11-20 23:43:31.178249,1760.2966293394547,10.337805111390244,0
2023-11-21 00:43:31.178249,1966.44094468273,12.128506227238697,0
2023-11-21 01:43:31.178249,2212.001752654319,10.56627879523647,0
2023-11-21 02:43:31.178249,2442.488945949101,9.356710304150472,0
2023-11-21 03:43:31.178249,2677.9745216642923,12.084848990268844,0
2023-11-21 04:43:31.178249,2630.226061652913,5.792259667361095,0
2023-11-21 05:43:31.178249,2545.997634038042,6.723913119314543,0
2023-11-21 06:43:31.178249,2292.082659084941,9.048381651160486,0
2023-11-21 07:43:31.178249,2139.194389482585,11.982720985602642,0
2023-11-21 08:43:31.178249,1919.3162940693746,13.834809055840564,0
2023-11-21 09:43:31.178249,2030.0494242496823,10.875527813648999,0
2023-11-21 10:43:31.178249,2158.665304044916,9.190543823587882,0
2023-11-21 11:43:31.178249,2314.823258659394,7.658887359381663,0
2023-11-21 12:43:31.178249,2665.0322656673543,8.902771453584958,0
2023-11-21 13:43:31.178249,2745.7390398778844,11.810896926705496,0
2023-11-21 14:43:31.178249,2964.8018825880304,13.051456476256408,0
